Date,ProblemType,ExampleNumber,ErrorMyMethod,ErrorMusserMethod,ErrorMatlabMethod,ErrorMultroots,MeanMethod,Preproc,emin,emax,LowRankMethod,DeconvolutionMethod,TimeMyMethod,TimeMusserMethod,UX_Method
25-May-2016 09:48:14, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 1.944065e-09, 	 3.411054e-09, 	 2.032475e-13, 	 5.827608e-13, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-12, 	 1.000000e-12, 	 None, 	 Batch, 	 1.641739e-01, 	 1.515764e-01, 	 From ux 
25-May-2016 09:48:15, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 2.281857e-09, 	 9.543427e-11, 	 2.032475e-13, 	 5.827608e-13, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-12, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 1.069562e-01, 	 1.216768e-01, 	 From ux 
25-May-2016 09:48:15, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 5.435547e-11, 	 1.020877e-10, 	 9.636637e-13, 	 5.947383e-12, 	 None, 	 y, 	 1.000000e-11, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 5.049456e-01, 	 6.079093e-01, 	 From ux 
25-May-2016 09:48:15, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 7.467877e-11, 	 4.447002e-10, 	 9.636637e-13, 	 5.947383e-12, 	 None, 	 n, 	 1.000000e-11, 	 1.000000e-12, 	 None, 	 Batch, 	 5.019897e-02, 	 4.362424e-02, 	 From ux 
25-May-2016 09:48:16, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 2.011291e-10, 	 1.661163e-10, 	 9.636637e-13, 	 5.947383e-12, 	 None, 	 n, 	 1.000000e-11, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 6.863001e-02, 	 5.180941e-02, 	 From ux 
25-May-2016 09:48:17, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 3.494466e-10, 	 1.442280e-08, 	 2.061875e-12, 	 5.827470e-12, 	 None, 	 y, 	 1.000000e-11, 	 1.000000e-12, 	 None, 	 Batch, 	 6.317678e-01, 	 8.145272e-01, 	 From ux 
25-May-2016 09:48:18, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 1.321469e-10, 	 1.121020e-10, 	 9.636637e-13, 	 5.947383e-12, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-11, 	 1.000000e-12, 	 None, 	 Batch, 	 4.392513e-01, 	 5.964033e-01, 	 From ux 
25-May-2016 09:48:19, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 6.081300e-11, 	 5.376802e-10, 	 2.061875e-12, 	 5.827470e-12, 	 None, 	 y, 	 1.000000e-11, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 8.866610e-01, 	 9.285695e-01, 	 From ux 
25-May-2016 09:48:19, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 5.435807e-11, 	 1.020912e-10, 	 9.636637e-13, 	 5.947383e-12, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-11, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 4.696578e-01, 	 7.179141e-01, 	 From ux 
25-May-2016 09:48:20, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 2.232576e-08, 	 3.416001e-08, 	 2.061875e-12, 	 5.827470e-12, 	 None, 	 n, 	 1.000000e-11, 	 1.000000e-12, 	 None, 	 Batch, 	 9.341491e-02, 	 9.385757e-02, 	 From ux 
25-May-2016 09:48:20, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 7.466919e-11, 	 4.446928e-10, 	 9.636637e-13, 	 5.947383e-12, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-11, 	 1.000000e-12, 	 None, 	 Batch, 	 6.423154e-02, 	 5.253944e-02, 	 From ux 
25-May-2016 09:48:20, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 1.861612e-09, 	 3.983047e-10, 	 2.061875e-12, 	 5.827470e-12, 	 None, 	 n, 	 1.000000e-11, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 1.526594e-01, 	 1.301761e-01, 	 From ux 
25-May-2016 09:48:20, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 1.844073e-10, 	 9.597062e-11, 	 9.636637e-13, 	 5.947383e-12, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-11, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 8.163714e-02, 	 6.007714e-02, 	 From ux 
25-May-2016 09:48:22, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 1.321384e-09, 	 1.120947e-09, 	 9.593762e-12, 	 5.947465e-11, 	 None, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None, 	 Batch, 	 5.108117e-01, 	 5.678116e-01, 	 From ux 
25-May-2016 09:48:23, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 3.494388e-10, 	 1.442043e-08, 	 2.061875e-12, 	 5.827470e-12, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-11, 	 1.000000e-12, 	 None, 	 Batch, 	 7.798632e-01, 	 8.909662e-01, 	 From ux 
25-May-2016 09:48:24, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 5.435064e-10, 	 1.020819e-09, 	 9.593762e-12, 	 5.947465e-11, 	 None, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 4.305297e-01, 	 5.829861e-01, 	 From ux 
25-May-2016 09:48:24, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 7.468445e-10, 	 4.446604e-09, 	 9.593762e-12, 	 5.947465e-11, 	 None, 	 n, 	 1.000000e-10, 	 1.000000e-12, 	 None, 	 Batch, 	 7.625250e-02, 	 5.034444e-02, 	 From ux 
25-May-2016 09:48:25, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 6.081145e-11, 	 5.383665e-10, 	 2.061875e-12, 	 5.827470e-12, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-11, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 7.883518e-01, 	 9.008310e-01, 	 From ux 
25-May-2016 09:48:25, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 2.011498e-09, 	 1.661118e-09, 	 9.593762e-12, 	 5.947465e-11, 	 None, 	 n, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 8.423687e-02, 	 7.034353e-02, 	 From ux 
25-May-2016 09:48:25, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 2.213043e-08, 	 3.416151e-08, 	 2.061875e-12, 	 5.827470e-12, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-11, 	 1.000000e-12, 	 None, 	 Batch, 	 1.192404e-01, 	 1.134069e-01, 	 From ux 
25-May-2016 09:48:26, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 2.552056e-08, 	 9.549135e-10, 	 2.061875e-12, 	 5.827470e-12, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-11, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 1.325742e-01, 	 1.349932e-01, 	 From ux 
25-May-2016 09:48:26, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 1.321382e-09, 	 1.121004e-09, 	 9.593762e-12, 	 5.947465e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None, 	 Batch, 	 4.360059e-01, 	 5.935171e-01, 	 From ux 
25-May-2016 09:48:28, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 5.435412e-10, 	 1.020832e-09, 	 9.593762e-12, 	 5.947465e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 5.128987e-01, 	 6.271302e-01, 	 From ux 
25-May-2016 09:48:29, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 4.390918e-09, 	 1.442277e-07, 	 2.056381e-11, 	 5.827646e-11, 	 None, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None, 	 Batch, 	 7.595553e-01, 	 9.818862e-01, 	 From ux 
25-May-2016 09:48:29, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 7.468389e-10, 	 4.446621e-09, 	 9.593762e-12, 	 5.947465e-11, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-10, 	 1.000000e-12, 	 None, 	 Batch, 	 8.232077e-02, 	 7.039664e-02, 	 From ux 
25-May-2016 09:48:30, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 1.844559e-09, 	 9.596488e-10, 	 9.593762e-12, 	 5.947465e-11, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 7.957869e-02, 	 5.222842e-02, 	 From ux 
25-May-2016 09:48:31, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 6.075760e-10, 	 5.378551e-09, 	 2.056381e-11, 	 5.827646e-11, 	 None, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 7.745303e-01, 	 9.866569e-01, 	 From ux 
25-May-2016 09:48:31, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 1.385025e-08, 	 1.120981e-08, 	 9.589723e-11, 	 9.589785e-11, 	 None, 	 y, 	 1.000000e-09, 	 1.000000e-12, 	 None, 	 Batch, 	 4.962142e-01, 	 5.740513e-01, 	 From ux 
25-May-2016 09:48:32, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 2.232822e-07, 	 3.416432e-07, 	 2.056381e-11, 	 5.827646e-11, 	 None, 	 n, 	 1.000000e-10, 	 1.000000e-12, 	 None, 	 Batch, 	 1.202020e-01, 	 1.051324e-01, 	 From ux 
25-May-2016 09:48:32, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 2.108372e-08, 	 3.979431e-09, 	 2.056381e-11, 	 5.827646e-11, 	 None, 	 n, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 1.372221e-01, 	 1.255911e-01, 	 From ux 
25-May-2016 09:48:33, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 5.435082e-09, 	 1.020822e-08, 	 9.589723e-11, 	 9.589785e-11, 	 None, 	 y, 	 1.000000e-09, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 4.810585e-01, 	 6.335871e-01, 	 From ux 
25-May-2016 09:48:33, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 8.033395e-09, 	 4.446573e-08, 	 9.589723e-11, 	 9.589785e-11, 	 None, 	 n, 	 1.000000e-09, 	 1.000000e-12, 	 None, 	 Batch, 	 7.661841e-02, 	 4.530027e-02, 	 From ux 
25-May-2016 09:48:34, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 2.218377e-08, 	 1.661838e-08, 	 9.589723e-11, 	 9.589785e-11, 	 None, 	 n, 	 1.000000e-09, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 7.970274e-02, 	 6.222261e-02, 	 From ux 
25-May-2016 09:48:35, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 4.290791e-09, 	 1.442293e-07, 	 2.056381e-11, 	 5.827646e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None, 	 Batch, 	 7.391399e-01, 	 9.391705e-01, 	 From ux 
25-May-2016 09:48:36, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 1.384157e-08, 	 1.120980e-08, 	 9.589723e-11, 	 9.589785e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-09, 	 1.000000e-12, 	 None, 	 Batch, 	 4.391910e-01, 	 6.453131e-01, 	 From ux 
25-May-2016 09:48:37, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 6.078019e-10, 	 5.381620e-09, 	 2.056381e-11, 	 5.827646e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 8.746222e-01, 	 1.100256e+00, 	 From ux 
25-May-2016 09:48:37, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 5.435400e-09, 	 1.020831e-08, 	 9.589723e-11, 	 9.589785e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-09, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 5.950436e-01, 	 6.687647e-01, 	 From ux 
25-May-2016 09:48:38, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 2.213281e-07, 	 3.416449e-07, 	 2.056381e-11, 	 5.827646e-11, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-10, 	 1.000000e-12, 	 None, 	 Batch, 	 1.079919e-01, 	 1.466915e-01, 	 From ux 
25-May-2016 09:48:38, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 8.004370e-09, 	 4.446571e-08, 	 9.589723e-11, 	 9.589785e-11, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-09, 	 1.000000e-12, 	 None, 	 Batch, 	 6.573087e-02, 	 5.355595e-02, 	 From ux 
25-May-2016 09:48:39, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 2.552261e-07, 	 9.549690e-09, 	 2.056381e-11, 	 5.827646e-11, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 1.574082e-01, 	 1.327504e-01, 	 From ux 
25-May-2016 09:48:39, 	 Roots, 	 Custom:m=5 low=-10 high=10, 	 2.029107e-08, 	 9.596427e-09, 	 9.589723e-11, 	 9.589785e-11, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-09, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 9.179465e-02, 	 7.847472e-02, 	 From ux 
25-May-2016 09:48:40, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 3.446080e-12, 	 5.753260e-12, 	 6.989252e-13, 	 1.386175e-12, 	 None, 	 y, 	 1.000000e-12, 	 1.000000e-12, 	 None, 	 Batch, 	 3.475004e-01, 	 4.845484e-01, 	 From ux 
25-May-2016 09:48:41, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 4.390968e-08, 	 1.442288e-06, 	 2.056537e-10, 	 2.056587e-10, 	 None, 	 y, 	 1.000000e-09, 	 1.000000e-12, 	 None, 	 Batch, 	 8.426186e-01, 	 1.163061e+00, 	 From ux 
25-May-2016 09:48:42, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 3.628530e-12, 	 1.185115e-12, 	 6.989252e-13, 	 1.386175e-12, 	 None, 	 y, 	 1.000000e-12, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 3.516382e-01, 	 4.444606e-01, 	 From ux 
25-May-2016 09:48:42, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 6.576731e-12, 	 3.658687e-12, 	 6.989252e-13, 	 1.386175e-12, 	 None, 	 n, 	 1.000000e-12, 	 1.000000e-12, 	 None, 	 Batch, 	 5.238371e-02, 	 6.124716e-02, 	 From ux 
25-May-2016 09:48:43, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 1.026192e-12, 	 9.533009e-13, 	 6.989252e-13, 	 1.386175e-12, 	 None, 	 n, 	 1.000000e-12, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 5.162200e-02, 	 4.801156e-02, 	 From ux 
25-May-2016 09:48:44, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 6.075383e-09, 	 5.378572e-08, 	 2.056537e-10, 	 2.056587e-10, 	 None, 	 y, 	 1.000000e-09, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 7.898784e-01, 	 9.656480e-01, 	 From ux 
25-May-2016 09:48:44, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 3.446506e-12, 	 5.749190e-12, 	 6.989252e-13, 	 1.386175e-12, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-12, 	 1.000000e-12, 	 None, 	 Batch, 	 2.892144e-01, 	 4.152285e-01, 	 From ux 
25-May-2016 09:48:44, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 2.232852e-06, 	 3.416499e-06, 	 2.056537e-10, 	 2.056587e-10, 	 None, 	 n, 	 1.000000e-09, 	 1.000000e-12, 	 None, 	 Batch, 	 1.101918e-01, 	 9.978081e-02, 	 From ux 
25-May-2016 09:48:45, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 2.108392e-07, 	 3.967972e-08, 	 2.056537e-10, 	 2.056587e-10, 	 None, 	 n, 	 1.000000e-09, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 1.385220e-01, 	 1.539026e-01, 	 From ux 
25-May-2016 09:48:45, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 3.627663e-12, 	 1.182335e-12, 	 6.989252e-13, 	 1.386175e-12, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-12, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 2.993335e-01, 	 4.878273e-01, 	 From ux 
25-May-2016 09:48:46, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 6.578229e-12, 	 3.668115e-12, 	 6.989252e-13, 	 1.386175e-12, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-12, 	 1.000000e-12, 	 None, 	 Batch, 	 5.610704e-02, 	 4.552428e-02, 	 From ux 
25-May-2016 09:48:47, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 7.440645e-13, 	 1.204500e-12, 	 6.989252e-13, 	 1.386175e-12, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-12, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 5.631053e-02, 	 4.767733e-02, 	 From ux 
25-May-2016 09:48:48, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 4.290837e-08, 	 1.442287e-06, 	 2.056537e-10, 	 2.056587e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-09, 	 1.000000e-12, 	 None, 	 Batch, 	 7.929765e-01, 	 9.464570e-01, 	 From ux 
25-May-2016 09:48:48, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 3.449418e-11, 	 5.749896e-11, 	 7.019364e-12, 	 1.386345e-11, 	 None, 	 y, 	 1.000000e-11, 	 1.000000e-12, 	 None, 	 Batch, 	 3.082304e-01, 	 3.922201e-01, 	 From ux 
25-May-2016 09:48:49, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 3.626595e-11, 	 1.183576e-11, 	 7.019364e-12, 	 1.386345e-11, 	 None, 	 y, 	 1.000000e-11, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 3.155495e-01, 	 4.651781e-01, 	 From ux 
25-May-2016 09:48:50, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 6.571964e-11, 	 3.654053e-11, 	 7.019364e-12, 	 1.386345e-11, 	 None, 	 n, 	 1.000000e-11, 	 1.000000e-12, 	 None, 	 Batch, 	 4.604994e-02, 	 4.313651e-02, 	 From ux 
25-May-2016 09:48:50, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 6.078235e-09, 	 5.381085e-08, 	 2.056537e-10, 	 2.056587e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-09, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 8.519845e-01, 	 1.088614e+00, 	 From ux 
25-May-2016 09:48:51, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 1.021321e-11, 	 9.652349e-12, 	 7.019364e-12, 	 1.386345e-11, 	 None, 	 n, 	 1.000000e-11, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 6.326679e-02, 	 5.458540e-02, 	 From ux 
25-May-2016 09:48:51, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 2.213311e-06, 	 3.416499e-06, 	 2.056537e-10, 	 2.056587e-10, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-09, 	 1.000000e-12, 	 None, 	 Batch, 	 1.630360e-01, 	 1.051231e-01, 	 From ux 
25-May-2016 09:48:52, 	 Roots, 	 Custom:m=8 low=-10 high=10, 	 2.552296e-06, 	 9.549757e-08, 	 2.056537e-10, 	 2.056587e-10, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-09, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 1.242440e-01, 	 1.217812e-01, 	 From ux 
25-May-2016 09:48:52, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 3.448927e-11, 	 5.749896e-11, 	 7.019364e-12, 	 1.386345e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-11, 	 1.000000e-12, 	 None, 	 Batch, 	 3.734588e-01, 	 4.060701e-01, 	 From ux 
25-May-2016 09:48:53, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 3.628530e-11, 	 1.184498e-11, 	 7.019364e-12, 	 1.386345e-11, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-11, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 3.089404e-01, 	 4.525891e-01, 	 From ux 
25-May-2016 09:48:54, 	 Roots, 	 Custom:m=7 low=-10 high=10, 	 1.911489e-11, 	 1.149847e-09, 	 4.919077e-14, 	 4.733260e-13, 	 None, 	 y, 	 1.000000e-12, 	 1.000000e-12, 	 None, 	 Batch, 	 6.165367e-01, 	 8.953892e-01, 	 From ux 
25-May-2016 09:48:54, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 6.571810e-11, 	 3.652940e-11, 	 7.019364e-12, 	 1.386345e-11, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-11, 	 1.000000e-12, 	 None, 	 Batch, 	 5.444663e-02, 	 3.857962e-02, 	 From ux 
25-May-2016 09:48:55, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 7.422200e-12, 	 1.245692e-11, 	 7.019364e-12, 	 1.386345e-11, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-11, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 6.738102e-02, 	 8.121144e-02, 	 From ux 
25-May-2016 09:48:56, 	 Roots, 	 Custom:m=7 low=-10 high=10, 	 3.755604e-12, 	 3.791618e-12, 	 4.919077e-14, 	 4.733260e-13, 	 None, 	 y, 	 1.000000e-12, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 7.399516e-01, 	 1.037776e+00, 	 From ux 
25-May-2016 09:48:57, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 3.449401e-10, 	 5.749751e-10, 	 7.022484e-11, 	 1.386371e-10, 	 None, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None, 	 Batch, 	 3.456503e-01, 	 5.745537e-01, 	 From ux 
25-May-2016 09:48:57, 	 Roots, 	 Custom:m=7 low=-10 high=10, 	 7.435940e-11, 	 1.985290e-11, 	 4.919077e-14, 	 4.733260e-13, 	 None, 	 n, 	 1.000000e-12, 	 1.000000e-12, 	 None, 	 Batch, 	 1.652926e-01, 	 1.668231e-01, 	 From ux 
25-May-2016 09:48:58, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 3.626861e-10, 	 1.183563e-10, 	 7.022484e-11, 	 1.386371e-10, 	 None, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 4.356685e-01, 	 6.966652e-01, 	 From ux 
25-May-2016 09:48:58, 	 Roots, 	 Custom:m=7 low=-10 high=10, 	 2.382882e-11, 	 1.342489e-11, 	 4.919077e-14, 	 4.733260e-13, 	 None, 	 n, 	 1.000000e-12, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 1.010927e-01, 	 1.511627e-01, 	 From ux 
25-May-2016 09:48:59, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 6.571662e-10, 	 3.653489e-10, 	 7.022484e-11, 	 1.386371e-10, 	 None, 	 n, 	 1.000000e-10, 	 1.000000e-12, 	 None, 	 Batch, 	 5.711106e-02, 	 5.352650e-02, 	 From ux 
25-May-2016 09:49:00, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 1.021050e-10, 	 9.652359e-11, 	 7.022484e-11, 	 1.386371e-10, 	 None, 	 n, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 4.805395e-02, 	 3.968314e-02, 	 From ux 
25-May-2016 09:49:01, 	 Roots, 	 Custom:m=7 low=-10 high=10, 	 1.909305e-11, 	 1.148481e-09, 	 4.919077e-14, 	 4.733260e-13, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-12, 	 1.000000e-12, 	 None, 	 Batch, 	 7.542555e-01, 	 8.819082e-01, 	 From ux 
25-May-2016 09:49:01, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 3.449371e-10, 	 5.749787e-10, 	 7.022484e-11, 	 1.386371e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 None, 	 Batch, 	 3.704990e-01, 	 4.971620e-01, 	 From ux 
25-May-2016 09:49:03, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 3.628396e-10, 	 1.184434e-10, 	 7.022484e-11, 	 1.386371e-10, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 3.213750e-01, 	 8.024152e-01, 	 From ux 
25-May-2016 09:49:03, 	 Roots, 	 Custom:m=7 low=-10 high=10, 	 3.738464e-12, 	 4.196380e-12, 	 4.919077e-14, 	 4.733260e-13, 	 Geometric Mean Matlab Method, 	 y, 	 1.000000e-12, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 7.219088e-01, 	 1.357573e+00, 	 From ux 
25-May-2016 09:49:04, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 6.571636e-10, 	 3.653384e-10, 	 7.022484e-11, 	 1.386371e-10, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-10, 	 1.000000e-12, 	 None, 	 Batch, 	 9.421991e-02, 	 6.032614e-02, 	 From ux 
25-May-2016 09:49:04, 	 Roots, 	 Custom:m=7 low=-10 high=10, 	 7.441600e-11, 	 1.984413e-11, 	 4.919077e-14, 	 4.733260e-13, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-12, 	 1.000000e-12, 	 None, 	 Batch, 	 9.225962e-02, 	 8.818243e-02, 	 From ux 
25-May-2016 09:49:04, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 7.423373e-11, 	 1.245699e-10, 	 7.022484e-11, 	 1.386371e-10, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-10, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 7.080940e-02, 	 5.712400e-02, 	 From ux 
25-May-2016 09:49:05, 	 Roots, 	 Custom:m=7 low=-10 high=10, 	 2.617248e-11, 	 1.420931e-11, 	 4.919077e-14, 	 4.733260e-13, 	 Geometric Mean Matlab Method, 	 n, 	 1.000000e-12, 	 1.000000e-12, 	 Standard STLN, 	 Batch, 	 1.395345e-01, 	 1.296799e-01, 	 From ux 
25-May-2016 09:49:06, 	 Roots, 	 Custom:m=4 low=-10 high=10, 	 3.449399e-09, 	 5.749809e-09, 	 7.022494e-10, 	 7.022462e-10, 	 None, 	 y, 	 1.000000e-09, 	 1.000000e-12, 	 None, 	 Batch, 	 2.914335e-01, 	 4.685052e-01, 	 From ux 
25-May-2016 09:49:07, 	 Roots, 	 Custom:m=7 low=-10 high=10, 	 1.912141e-10, 	 1.150111e-08, 	 4.926007e-13, 	 4.735807e-12, 	 None, 	 y, 	 1.000000e-11, 	 1.000000e-12, 	 None, 	 Batch, 	 6.219807e-01, 	 9.110050e-01, 	 From ux 
